curso_academico,cod_universidad,des_universidad,URI_universidad,wikidata_universidad,cod_departamento,des_departamento,wikidata_departamento,id_muestra_departamento,URI_muestra_departamento,cod_municipio,des_municipio,URI_municipio,wikidata_municipio,cod_campus,des_campus,des_situacion_departamento,fecha_desde_situacion_departamento
2019-20,036,Universidad Carlos III De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-carlos-iii-de-madrid,https://www.wikidata.org/wiki/Q1247135,55001916,Departamento De Economia,,b4f9dffa3bc9a2bf3b77cddac326f363,http://www.semanticweb.org/universidata/resource/muestra-departamento/UC3M-b4f9dffa3bc9a2bf3b77cddac326f363,28065,Getafe,http://www.semanticweb.org/universidata/resource/municipio/getafe,https://www.wikidata.org/wiki/Q8802,03602,Getafe,Activo,2013-07-01
2019-20,036,Universidad Carlos III De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-carlos-iii-de-madrid,https://www.wikidata.org/wiki/Q1247135,55001924,Departamento De Derecho Privado,,aaf63a08275f44185deec442c1fc1f2f,http://www.semanticweb.org/universidata/resource/muestra-departamento/UC3M-aaf63a08275f44185deec442c1fc1f2f,28065,Getafe,http://www.semanticweb.org/universidata/resource/municipio/getafe,https://www.wikidata.org/wiki/Q8802,03602,Getafe,Activo,2013-07-01
2019-20,036,Universidad Carlos III De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-carlos-iii-de-madrid,https://www.wikidata.org/wiki/Q1247135,55001941,,,9399ce45547d253dfaaf743f67c0259e,http://www.semanticweb.org/universidata/resource/muestra-departamento/UC3M-9399ce45547d253dfaaf743f67c0259e,28065,Getafe,http://www.semanticweb.org/universidata/resource/municipio/getafe,https://www.wikidata.org/wiki/Q8802,03602,Getafe,Activo,2013-07-01
2019-20,036,Universidad Carlos III De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-carlos-iii-de-madrid,https://www.wikidata.org/wiki/Q1247135,55001932,Departamento De Tecnologia Electronica,,30337286256b858321967d689ae36083,http://www.semanticweb.org/universidata/resource/muestra-departamento/UC3M-30337286256b858321967d689ae36083,28074,Leganes,http://www.semanticweb.org/universidata/resource/municipio/leganes,https://www.wikidata.org/wiki/Q77433,03601,Leganes,Activo,2013-07-01
2019-20,036,Universidad Carlos III De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-carlos-iii-de-madrid,https://www.wikidata.org/wiki/Q1247135,55001937,Departamento De Ingenieria Termica Y Fluidos,,4562201a0e5ea5f9795d67a794a1aacb,http://www.semanticweb.org/universidata/resource/muestra-departamento/UC3M-4562201a0e5ea5f9795d67a794a1aacb,28074,Leganes,http://www.semanticweb.org/universidata/resource/municipio/leganes,https://www.wikidata.org/wiki/Q77433,03601,Leganes,Activo,2013-07-01
2019-20,036,Universidad Carlos III De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-carlos-iii-de-madrid,https://www.wikidata.org/wiki/Q1247135,55001926,,,d54c04debb28fe62fe497d58f6b47d73,http://www.semanticweb.org/universidata/resource/muestra-departamento/UC3M-d54c04debb28fe62fe497d58f6b47d73,28065,Getafe,http://www.semanticweb.org/universidata/resource/municipio/getafe,https://www.wikidata.org/wiki/Q8802,03602,Getafe,Activo,2013-07-01
2019-20,036,Universidad Carlos III De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-carlos-iii-de-madrid,https://www.wikidata.org/wiki/Q1247135,55001928,,,16fc0734d19236a5fd93ab909da8f526,http://www.semanticweb.org/universidata/resource/muestra-departamento/UC3M-16fc0734d19236a5fd93ab909da8f526,28065,Getafe,http://www.semanticweb.org/universidata/resource/municipio/getafe,https://www.wikidata.org/wiki/Q8802,03602,Getafe,Activo,2013-07-01
2019-20,036,Universidad Carlos III De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-carlos-iii-de-madrid,https://www.wikidata.org/wiki/Q1247135,55001938,Departamento De Periodismo Y Comunicacion Audiovisual,,7dbe1a9cf8ae48142b2b48f50238a7d9,http://www.semanticweb.org/universidata/resource/muestra-departamento/UC3M-7dbe1a9cf8ae48142b2b48f50238a7d9,28065,Getafe,http://www.semanticweb.org/universidata/resource/municipio/getafe,https://www.wikidata.org/wiki/Q8802,03602,Getafe,Activo,2013-07-01
2019-20,036,Universidad Carlos III De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-carlos-iii-de-madrid,https://www.wikidata.org/wiki/Q1247135,55001940,,,813446b1e8e3555121cfb263ea9f335b,http://www.semanticweb.org/universidata/resource/muestra-departamento/UC3M-813446b1e8e3555121cfb263ea9f335b,28065,Getafe,http://www.semanticweb.org/universidata/resource/municipio/getafe,https://www.wikidata.org/wiki/Q8802,03602,Getafe,Activo,2013-07-01
2019-20,036,Universidad Carlos III De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-carlos-iii-de-madrid,https://www.wikidata.org/wiki/Q1247135,55001921,Departamento De Fisica,,099f55babb6507f407a93cdf35718c51,http://www.semanticweb.org/universidata/resource/muestra-departamento/UC3M-099f55babb6507f407a93cdf35718c51,28074,Leganes,http://www.semanticweb.org/universidata/resource/municipio/leganes,https://www.wikidata.org/wiki/Q77433,03601,Leganes,Activo,2013-07-01
