id_muestra_titulacion,curso_academico,cod_universidad,des_universidad,URI_universidad,wikidata_universidad,des_tipo_estudio,des_tipo_unidad_responsable,des_unidad_responsable,wikidata_unidad_responsable,cod_unidad_responsable,cod_titulacion,des_titulacion,des_rama,des_interuniversitario,ind_rol_coordinacion,ind_impartido,anio_inicio,des_situacion_actual,des_grado_presencialidad,cod_idioma_extranjero,des_idioma_extranjero,precio_credito_1,precio_credito_2,precio_credito_3,precio_credito_4,precio_credito_5,precio_tutela,num_creditos_necesarios,num_creditos_ofertados
URJC-ad651d3fe0e8e477313145b5ef0ac2bc,2020-21,056,Universidad Rey Juan Carlos,http://www.semanticweb.org/universidata/resource/universidad/universidad-rey-juan-carlos,https://www.wikidata.org/wiki/Q2000629,Grado,Centro,Facultad De Ciencias De La Salud,https://www.wikidata.org/wiki/Q16493008,28048373,2500091,Grado En Medicina,Ciencias De La Salud,No Es Interuniversitario,,true,2008,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,26.14,48.03,98.75,136.44,,,360,360
URJC-92760560f2dc46d118b26f64f0f70871,2020-21,056,Universidad Rey Juan Carlos,http://www.semanticweb.org/universidata/resource/universidad/universidad-rey-juan-carlos,https://www.wikidata.org/wiki/Q2000629,Grado,Centro,Facultad De Ciencias De La Comunicacion,,28051581,2500089,Grado En Periodismo,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2008,Activo,Varias Modalidades,0,No Se Oferta En Idioma Extranjero,21.39,40.02,82.3,113.71,,,240,252
URJC-7faf486a3c168d1f3dbef0c4d53129d6,2020-21,056,Universidad Rey Juan Carlos,http://www.semanticweb.org/universidata/resource/universidad/universidad-rey-juan-carlos,https://www.wikidata.org/wiki/Q2000629,Grado,Centro,Facultad De Ciencias De La Comunicacion,,28051581,2500170,Grado En Comunicacion Audiovisual,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2008,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,21.39,40.02,82.3,113.71,,,240,252
URJC-ea6a1214a451aa09dfa3ce15c6621f82,2020-21,056,Universidad Rey Juan Carlos,http://www.semanticweb.org/universidata/resource/universidad/universidad-rey-juan-carlos,https://www.wikidata.org/wiki/Q2000629,Grado,Centro,Facultad De Ciencias Juridicas Y Sociales. Campus Fuenlabrada,,28051517,2500090,Grado En Turismo,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2008,Activo,Varias Modalidades,0,No Se Oferta En Idioma Extranjero,21.39,40.02,82.3,113.71,,,240,264
URJC-6977ae8985074e8372d99c5f17f62dbd,2020-21,056,Universidad Rey Juan Carlos,http://www.semanticweb.org/universidata/resource/universidad/universidad-rey-juan-carlos,https://www.wikidata.org/wiki/Q2000629,Grado,Centro,Facultad De Ciencias De La Comunicacion. Campus De Madrid,,28051621,2500089,Grado En Periodismo,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2008,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,21.39,40.02,82.3,113.71,,,240,252
URJC-9a92dcb4e4a7db26d4e1255e95e1b496,2020-21,056,Universidad Rey Juan Carlos,http://www.semanticweb.org/universidata/resource/universidad/universidad-rey-juan-carlos,https://www.wikidata.org/wiki/Q2000629,Grado,Centro,Facultad De Ciencias De La Comunicacion. Campus De Madrid,,28051621,2500170,Grado En Comunicacion Audiovisual,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2008,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,21.39,40.02,82.3,113.71,,,240,252
URJC-c711fe937fae7d0b5424af2301e7fc30,2020-21,056,Universidad Rey Juan Carlos,http://www.semanticweb.org/universidata/resource/universidad/universidad-rey-juan-carlos,https://www.wikidata.org/wiki/Q2000629,Grado,Centro,Facultad De Ciencias Juridicas Y Sociales,,28049225,2500090,Grado En Turismo,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2008,Activo,Varias Modalidades,2,"Existen Planes Separados, Uno De Ellos En Ingles",21.39,40.02,82.3,113.71,,,240,264
URJC-7643e791f47f8dbae238fad35aab79a1,2020-21,056,Universidad Rey Juan Carlos,http://www.semanticweb.org/universidata/resource/universidad/universidad-rey-juan-carlos,https://www.wikidata.org/wiki/Q2000629,Grado,Centro,Escuela Superior Eserp,,28051414,2500090,Grado En Turismo,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2008,En Proceso De Extincion,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,10.7,20.01,41.15,56.86,,,240,258
URJC-3766597e523ed28bd01d3f43c9248023,2020-21,056,Universidad Rey Juan Carlos,http://www.semanticweb.org/universidata/resource/universidad/universidad-rey-juan-carlos,https://www.wikidata.org/wiki/Q2000629,Grado,Centro,Facultad De Ciencias Juridicas Y Sociales,,28049225,2500965,Grado En Administracion Y Direccion De Empresas,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2009,Activo,Varias Modalidades,2,"Existen Planes Separados, Uno De Ellos En Ingles",21.39,40.02,82.3,113.71,,,240,244.5
URJC-3f13d69ccb27fb425be2f998ecfa5586,2020-21,056,Universidad Rey Juan Carlos,http://www.semanticweb.org/universidata/resource/universidad/universidad-rey-juan-carlos,https://www.wikidata.org/wiki/Q2000629,Grado,Centro,Facultad De Ciencias Juridicas Y Sociales,,28049225,2500966,Grado En Ciencia Politica Y Gestion Publica,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2009,Activo,Varias Modalidades,0,No Se Oferta En Idioma Extranjero,21.39,40.02,82.3,113.71,,,240,240
