"IMPORTANTE","cod_universidad","des_universidad","curso_academico","cod_campus","des_campus","cod_centro","des_centro","cod_naturaleza_centro","des_naturaleza_centro","cod_tipo_estudio","des_tipo_estudio","cod_titulacion","des_titulacion","cod_comunidad_centro_sec","des_comunidad_centro_sec","cod_provincia_centro_sec","des_provincia_centro_sec","cod_municipio_centro_sec","des_municipio_centro_sec","lat_municipio_centro_sec","lon_municipio_centro_sec","cod_naturaleza_centro_sec","des_naturaleza_centro_sec","nota_admision","cod_pais_fin_estudio_acceso","des_pais_fin_estudio_acceso","lat_pais_fin_estudio_acceso","lon_pais_fin_estudio_acceso","cod_continente_fin_estudio_acceso","des_continente_fin_estudio_acceso","cod_agregacion_paises_fin_estudio_acceso","des_agregacion_paises_fin_estudio_acceso","cod_estudio_acceso","des_estudio_acceso","cod_especialidad_acceso","des_especialidad_acceso","des_tipo_especialidad_acceso","cod_ocupacion_estudiante","des_ocupacion_estudiante","anio_fin_estudio_acceso","cod_forma_admision","des_forma_admision","ind_accede_al_SUE_por_1a_vez","anio_acceso_SUE","ind_se_matricula_en_primero","ind_curso_adaptacion","anio_nacimiento","cod_pais_nacionalidad","des_pais_nacionalidad","lat_pais_nacionalidad","lon_pais_nacionalidad","cod_continente_nacionalidad","des_continente_nacionalidad","cod_agregacion_paises_nacionalidad","des_agregacion_paises_nacionalidad","cod_pais_residencia","des_pais_residencia","lat_pais_residencia","lon_pais_residencia","cod_continente_residencia","des_continente_residencia","cod_agregacion_paises_residencia","des_agregacion_paises_residencia","cod_dedicacion","des_dedicacion","cod_genero","des_genero","cod_familia_numerosa","des_familia_numerosa","cod_nivel_estudios_madre","des_nivel_estudios_madre","cod_ocupacion_madre","des_ocupacion_madre","cod_nivel_estudios_padre","des_nivel_estudios_padre","cod_ocupacion_padre","des_ocupacion_padre"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","10,938","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","06","Técnico Deportivo/Técnica Deportiva  Superior o título equivalente","0609",,,,,"2012","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","NO","2009","SÍ","NO","1997","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios",,,"08","Operadores de instalaciones y maquinaria y montadores"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","11","Extremadura","6","Badajoz","06158","ZAFRA","38.4258","-6.416446","1","Centro Público","5,932","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2015","SÍ","NO","1994","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","2","Tiempo parcial","H","Hombre","1","No","3","Estudios Primarios","10","Parado","3","Estudios Primarios",,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21055","PALOS DE LA FRONTERA","37.2282","-6.893426","1","Centro Público","5,946","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2014","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2013","SÍ","NO","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","2","Familia numerosa general","4","Estudios Secundarios","01","Directores y gerentes","4","Estudios Secundarios","11","Jubilado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","23","Jaén","23005","ANDÚJAR","38.03675","-4.054391","3","Centro Privado Concertado","7","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0702","Ciencias","Bachillerato LOMCE",,,"2009","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2017","NO","NO","1998","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","06","Trabajadores cualificados en la agricultura y en la pesca","5","Estudios Superiores","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","41","Sevilla","41091","SEVILLA","37.38264","-5.996295","1","Centro Público","5,67","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1994","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","11","Jubilado","5","Estudios Superiores","11","Jubilado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21010","AYAMONTE","37.21466","-7.409819","1","Centro Público","7,671","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2018","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","NO","2016","SÍ","NO","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","2","Tiempo parcial","H","Hombre","1","No","5","Estudios Superiores","01","Directores y gerentes","3","Estudios Primarios","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21014","BONARES","37.3219","-6.680697","1","Centro Público","5,594","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,"10","Parado","2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1991","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","2","Sin Estudios","09","Trabajadores no cualificados","5","Estudios Superiores","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","3","Centro Privado Concertado","11,795","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2017","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1997","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","04","Empleados de tipo contable y administrativo",,,,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21050","MOGUER","37.27469","-6.836591","1","Centro Público","6,58","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0202","Tecnología","Bachillerato LOGSE",,,"2019","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","1994","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo","4","Estudios Secundarios","11","Jubilado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21055","PALOS DE LA FRONTERA","37.2282","-6.893426","1","Centro Público","5,15","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0408","Electricidad y electrónica","Formación profesional o título equivalente",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2012","NO","NO","2001","504","Marruecos","31.791702","-7.09262","002","África","015","África septentrional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","09","Trabajadores no cualificados","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","6,729","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2016","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2012","NO","NO","1991","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","11","Jubilado","5","Estudios Superiores","03","Técnicos y profesionales de apoyo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","7000862","DOBLE GRADO ING. ELÉCTRICA + ING. ENERGÉTICA","1","Andalucía","21","Huelva","21050","MOGUER","37.27469","-6.836591","1","Centro Público","5,28","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0201","Artes","Bachillerato LOGSE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","04","Empleados de tipo contable y administrativo","5","Estudios Superiores","08","Operadores de instalaciones y maquinaria y montadores"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","7000862","DOBLE GRADO ING. ELÉCTRICA + ING. ENERGÉTICA","1","Andalucía","21","Huelva","21010","AYAMONTE","37.21466","-7.409819","1","Centro Público","10,964","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2012","NO","NO","1991","504","Marruecos","31.791702","-7.09262","002","África","015","África septentrional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","04","Empleados de tipo contable y administrativo","3","Estudios Primarios","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","7000862","DOBLE GRADO ING. ELÉCTRICA + ING. ENERGÉTICA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","10,938","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0103","Humanidades y ciencias sociales","Bachillerato LOE","08","Operadores de instalaciones y maquinaria y montadores","2017","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2017","SÍ","NO","1998","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","01","Directores y gerentes","5","Estudios Superiores","03","Técnicos y profesionales de apoyo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","7000862","DOBLE GRADO ING. ELÉCTRICA + ING. ENERGÉTICA","1","Andalucía","21","Huelva","21055","PALOS DE LA FRONTERA","37.2282","-6.893426","1","Centro Público","5,15","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0102","Ciencias y tecnología","Bachillerato LOE",,,"2018","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","1994","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","2","Tiempo parcial","H","Hombre","1","No","3","Estudios Primarios","09","Trabajadores no cualificados","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","7000862","DOBLE GRADO ING. ELÉCTRICA + ING. ENERGÉTICA",,,,,,,,,"1","Centro Público",,"724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0202","Tecnología","Bachillerato LOGSE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","10","Parado","4","Estudios Secundarios","01","Directores y gerentes"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","7000862","DOBLE GRADO ING. ELÉCTRICA + ING. ENERGÉTICA","1","Andalucía","21","Huelva","21070","TRIGUEROS","37.38319","-6.833752","1","Centro Público","11,042","504","Marruecos","31.791702","-7.09262","002","África","015","África septentrional",,,,,,,,"2012","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","11","Jubilado","3","Estudios Primarios","04","Empleados de tipo contable y administrativo"
