"curso_academico","cod_universidad","des_universidad","cod_departamento","des_departamento","cod_municipio","des_municipio","cod_campus","des_campus","cod_situacion_departamento","des_situacion_departamento","fecha_desde_situacion_departamento"
"2017-18","010","Universidad Complutense de Madrid","55000561","Estratigrafía","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000562","Geodinámica","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000563","Cristalografía y Mineralogía","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000564","Petrología y Geoquímica","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000565","Química Analítica","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000566","Química Inorgánica I","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000567","Química Orgánica I","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000568","Ciencia de los Materiales e Ingeniería Metalúrgica","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000569","Química Física I","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000570","Ingeniería Química","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000571","Bioquímica y Biología Molecular I","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000572","Física de los Materiales","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000573","Física Atómica, Molecular y Nuclear","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000574","Física Teórica I","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000575","Física Teórica II","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000576","Física Aplicada I","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000577","Óptica","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000578","Física Aplicada III","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000579","Física de la Tierra, Astronomía y Astrofísica I","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000580","Genética","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000581","Biología Celular - Morfología Microscópica","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
