curso_academico,cod_universidad,des_universidad,URI_universidad,wikidata_universidad,cod_departamento,des_departamento,wikidata_departamento,id_muestra_departamento,URI_muestra_departamento,cod_municipio,des_municipio,URI_municipio,wikidata_municipio,cod_campus,des_campus,des_situacion_departamento,fecha_desde_situacion_departamento
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001488,Departamento De Fisica Teorica,https://www.wikidata.org/wiki/Q60779255,cd1f997d1639f7385412bd9419beaaf0,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-cd1f997d1639f7385412bd9419beaaf0,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02301,Cantoblanco,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001532,Departamento De Filologia Inglesa,https://www.wikidata.org/wiki/Q60779047,53bed3ec14c162c521ebe437ff734043,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-53bed3ec14c162c521ebe437ff734043,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02301,Cantoblanco,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001533,Departamento De Filologia Francesa,https://www.wikidata.org/wiki/Q60779015,8a41591c68d3efb819a3473f5beed46b,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-8a41591c68d3efb819a3473f5beed46b,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02301,Cantoblanco,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001545,Departamento De Ingenieria Informatica,https://www.wikidata.org/wiki/Q60779655,0a7d96738dce70bab5e24d5c623002cf,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-0a7d96738dce70bab5e24d5c623002cf,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02301,Cantoblanco,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001547,,,5d85ef02c10f1ea37f577a5ae6b66ed9,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-5d85ef02c10f1ea37f577a5ae6b66ed9,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02301,Cantoblanco,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001518,Departamento De Medicina Preventiva Y Salud Publica Y Microbiologia,https://www.wikidata.org/wiki/Q60779925,0aba84dc3f6275b249ffb7a481565909,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-0aba84dc3f6275b249ffb7a481565909,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02302,Medicina,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001542,Departamento De Enfermeria,https://www.wikidata.org/wiki/Q60780400,c5df89ba1c8079a5c966493152290070,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-c5df89ba1c8079a5c966493152290070,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02302,Medicina,Activo,2017-12-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001484,Departamento De Quimica,https://www.wikidata.org/wiki/Q60780180,6fc81ba3dc6a5def494d29b834192231,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-6fc81ba3dc6a5def494d29b834192231,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02301,Cantoblanco,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001486,Departamento De Fisica Aplicada,https://www.wikidata.org/wiki/Q60779207,007302ef4bdf9ed094a06b5008bfbeb5,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-007302ef4bdf9ed094a06b5008bfbeb5,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02301,Cantoblanco,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001491,Departamento De Quimica Fisica Aplicada,https://www.wikidata.org/wiki/Q60780205,60f044d96fb514a374c6e4b59fc9b9ac,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-60f044d96fb514a374c6e4b59fc9b9ac,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02301,Cantoblanco,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001504,Departamento De Geografia,https://www.wikidata.org/wiki/Q60779344,8b5f9b9b5eaced9d868fa896ede74baa,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-8b5f9b9b5eaced9d868fa896ede74baa,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02301,Cantoblanco,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001506,Departamento De Prehistoria Y Arqueologia,https://www.wikidata.org/wiki/Q60780122,4c8b29b7841a85af8ed58d9754ded177,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-4c8b29b7841a85af8ed58d9754ded177,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02301,Cantoblanco,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001535,Departamento De Analisis Economico:teoria Economica E Historia Economica,https://www.wikidata.org/wiki/Q60777822,f8af4e39933fa8414d9b096985809ea4,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-f8af4e39933fa8414d9b096985809ea4,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02301,Cantoblanco,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001516,"Departamento De Anatomia, Histologia Y Neurociencia",https://www.wikidata.org/wiki/Q60777846,19e4c1db29fd52e17d28ba6ae11289c0,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-19e4c1db29fd52e17d28ba6ae11289c0,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02302,Medicina,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001522,Departamento De Medicina,https://www.wikidata.org/wiki/Q60779911,6a00edf3d1d8a58bcd46c66d73b6c5c7,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-6a00edf3d1d8a58bcd46c66d73b6c5c7,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02302,Medicina,Activo,2013-06-01
2020-21,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,55001524,Departamento De Cirugia,https://www.wikidata.org/wiki/Q60778082,efa11154a6c718eca4b3f226a2042b74,http://www.semanticweb.org/universidata/resource/muestra-departamento/UAM-efa11154a6c718eca4b3f226a2042b74,28079,Madrid,http://www.semanticweb.org/universidata/resource/municipio/madrid,https://www.wikidata.org/wiki/Q2807,02302,Medicina,Activo,2013-06-01
