id_muestra_titulacion,curso_academico,cod_universidad,des_universidad,URI_universidad,wikidata_universidad,des_tipo_estudio,des_tipo_unidad_responsable,des_unidad_responsable,wikidata_unidad_responsable,cod_unidad_responsable,cod_titulacion,des_titulacion,des_rama,des_interuniversitario,ind_rol_coordinacion,ind_impartido,anio_inicio,des_situacion_actual,des_grado_presencialidad,cod_idioma_extranjero,des_idioma_extranjero,precio_credito_1,precio_credito_2,precio_credito_3,precio_credito_4,precio_credito_5,precio_tutela,num_creditos_necesarios,num_creditos_ofertados
UAM-49d620a9c3eb520eb4a2130edb8c5df2,2019-20,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,Grado,Centro,Facultad De Filosofia Y Letras,https://www.wikidata.org/wiki/Q3826416,28027096,2500900,Graduado O Graduada En Traduccion E Interpretacion Por La Universidad Autonoma De Madrid,Artes Y Humanidades,No Es Interuniversitario,,true,2009,Activo,Estudio Presencial,2,"Existen Planes Separados, Uno De Ellos En Ingles",21.39,40.02,82.3,113.71,,,240,780
UAM-ab593f01d89aca7410fd7c5f71562db6,2019-20,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,Grado,Centro,Facultad De Ciencias Economicas Y Empresariales,,28027072,2502922,"Graduado/a En Filosofia, Politica Y Economia Por La Universidad Autonoma De Madrid; La Universidad Carlos III De Madrid Y La Universidad Pompeu Fabra",Ciencias Sociales Y Juridicas,Interuniversitario Con Universidades Espanolas,true,true,2013,En Proceso De Extincion,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,21.39,40.02,82.3,113.71,,,240,462
UAM-1cfe244747ab46a071ac2c7768bc3fb4,2019-20,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,Grado,Centro,Facultad De Ciencias Economicas Y Empresariales,,28027072,2500271,Graduado O Graduada En Turismo Por La Universidad Autonoma De Madrid,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2009,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,21.39,40.02,82.3,113.71,,,240,402
UAM-3bcdcdb21e8ba01bc4c6e37cff57b4f2,2019-20,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,Grado,Centro,Facultad De Ciencias Economicas Y Empresariales,,28027072,2500477,Graduado O Graduada En Economia Por La Universidad Autonoma De Madrid,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2009,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,21.39,40.02,82.3,113.71,,,240,592
UAM-c8f708240ce22edcf770d30a1e315885,2019-20,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,Grado,Centro,Facultad De Ciencias Economicas Y Empresariales,,28027072,2500269,Graduado O Graduada En Administracion Y Direccion De Empresas Por La Universidad Autonoma De Madrid,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2009,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,21.39,40.02,82.3,113.71,,,240,582
UAM-a70ba464c7c94e7ae280e856e5c2cc64,2019-20,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,Grado,Centro,Facultad De Ciencias,https://www.wikidata.org/wiki/Q5854574,28027060,2500265,Graduado O Graduada En Ciencia Y Tecnologia De Los Alimentos Por La Universidad Autonoma De Madrid,Ciencias,No Es Interuniversitario,,true,2010,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,26.14,48.03,98.75,136.44,,,240,252
UAM-f9b0a9d7d029648cad94ec63339b851c,2019-20,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,Grado,Centro,Centro Superior De Estudios Universitarios La Salle,,28027199,2503588,Graduado O Graduada En Podologia Por La Universidad Autonoma De Madrid,Ciencias De La Salud,No Es Interuniversitario,,true,2017,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,26.14,48.03,98.75,136.44,,,240,180
UAM-cdd957600b105b3c7b949d9014ed6a59,2019-20,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,Grado,Centro,Centro Superior De Estudios Universitarios La Salle,,28027199,2503607,Graduado O Graduada En Diseno Y Gestion De Proyectos Transmedia Por La Universidad Autonoma De Madrid,Ciencias Sociales Y Juridicas,No Es Interuniversitario,,true,2017,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,21.39,40.02,82.3,113.71,,,240,180
UAM-5aad8a5e51360204b61448b59164528d,2019-20,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,Grado,Centro,Facultad De Ciencias,https://www.wikidata.org/wiki/Q5854574,28027060,2500273,Graduado O Graduada En Ingenieria Quimica Por La Universidad Autonoma De Madrid,Ingenieria Y Arquitectura,No Es Interuniversitario,,true,2009,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,24.55,45.25,92.86,128.57,,,240,270
UAM-b20c1bb83e0f9583fd4d65c3b2b0d14e,2019-20,023,Universidad Autonoma De Madrid,http://www.semanticweb.org/universidata/resource/universidad/universidad-autonoma-de-madrid,https://www.wikidata.org/wiki/Q788091,Grado,Centro,Facultad De Ciencias,https://www.wikidata.org/wiki/Q5854574,28027060,2500267,Graduado O Graduada En Quimica Por La Universidad Autonoma De Madrid,Ciencias,No Es Interuniversitario,,true,2009,Activo,Estudio Presencial,0,No Se Oferta En Idioma Extranjero,26.14,48.03,98.75,136.44,,,240,294
